date,017963,013711,total_value,nav
2026-07-24,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-07-27,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-07-28,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-07-29,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-07-30,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-07-31,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-03,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-04,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-05,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-06,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-07,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-10,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-11,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-12,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-13,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-14,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-17,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-18,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-19,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-20,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-21,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-24,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-25,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-26,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-27,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-28,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-08-31,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-09-01,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-09-02,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-09-03,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
2026-09-04,60000.0,65463.97188049209,125463.97188049208,1.0455330990041007
