策略,策略名称,回测天数,年化收益率(%),累计收益率(%),最大回撤(%),最大回撤起始日,最大回撤结束日,夏普比率,卡玛比率,索提诺比率,波动率(年化%),期末总资产(元),总交易次数,买入次数,卖出次数,盈利次数,亏损次数,胜率(%),平均盈利(%),平均亏损(%),盈亏比,总手续费(元),转换次数,买入触发次数,止盈触发次数,买入持有收益率(%),超额收益(%),纯货币基金收益率(%)
买Q0.05-0.80_卖Q0.85-0.90_3买2卖_基30000_增20000,广发约定净值转换,429,2.14,3.67,-0.25,2026-06-16,2026-06-30,-1.904,8.498,-1.604,0.46,1036723.36,28,14,14,15,0,100.0,2.89,0,0,0.0,28,14,14,3.63,0.04,2.35
买Q0.05-0.70_卖Q0.85-0.95_3买2卖_基30000_增10000,广发约定净值转换,429,2.11,3.62,-0.24,2026-06-16,2026-06-30,-2.171,8.785,-1.866,0.42,1036258.82,28,14,14,15,0,100.0,3.02,0,0,0.0,28,14,14,3.63,-0.01,2.35
买Q0.15-0.70_卖Q0.85-0.95_3买3卖_基30000_增10000,广发约定净值转换,429,2.11,3.62,-0.24,2026-06-16,2026-06-30,-2.171,8.785,-1.866,0.42,1036258.82,28,14,14,15,0,100.0,3.02,0,0,0.0,28,14,14,3.63,-0.01,2.35
买Q0.15-0.70_卖Q0.85-0.95_3买2卖_基30000_增10000,广发约定净值转换,429,2.11,3.62,-0.24,2026-06-16,2026-06-30,-2.171,8.785,-1.866,0.42,1036258.82,28,14,14,15,0,100.0,3.02,0,0,0.0,28,14,14,3.63,-0.01,2.35
买Q0.05-0.70_卖Q0.85-0.95_3买3卖_基30000_增10000,广发约定净值转换,429,2.11,3.62,-0.24,2026-06-16,2026-06-30,-2.171,8.785,-1.866,0.42,1036258.82,28,14,14,15,0,100.0,3.02,0,0,0.0,28,14,14,3.63,-0.01,2.35
买Q0.15-0.80_卖Q0.85-0.95_3买3卖_基30000_增20000,广发约定净值转换,429,2.1,3.61,-0.35,2026-06-16,2026-06-30,-1.92,6.093,-1.502,0.47,1036134.44,28,14,14,15,0,100.0,2.71,0,0,0.0,28,14,14,3.63,-0.02,2.35
买Q0.15-0.80_卖Q0.85-0.95_3买2卖_基30000_增20000,广发约定净值转换,429,2.1,3.61,-0.35,2026-06-16,2026-06-30,-1.92,6.093,-1.502,0.47,1036134.44,28,14,14,15,0,100.0,2.71,0,0,0.0,28,14,14,3.63,-0.02,2.35
买Q0.05-0.80_卖Q0.85-0.95_3买2卖_基30000_增10000,广发约定净值转换,429,2.1,3.6,-0.24,2026-06-16,2026-06-30,-2.2,8.728,-1.914,0.42,1036030.3,28,14,14,15,0,100.0,2.97,0,0,0.0,28,14,14,3.63,-0.03,2.35
买Q0.05-0.80_卖Q0.85-0.95_3买3卖_基30000_增10000,广发约定净值转换,429,2.1,3.6,-0.24,2026-06-16,2026-06-30,-2.2,8.728,-1.914,0.42,1036030.3,28,14,14,15,0,100.0,2.97,0,0,0.0,28,14,14,3.63,-0.03,2.35
买Q0.15-0.70_卖Q0.85-0.90_3买2卖_基30000_增10000,广发约定净值转换,429,2.1,3.6,-0.24,2026-06-16,2026-06-30,-2.206,8.724,-1.896,0.42,1036007.72,28,14,14,15,0,100.0,2.94,0,0,0.0,28,14,14,3.63,-0.03,2.35
买Q0.05-0.70_卖Q0.85-0.90_3买3卖_基30000_增10000,广发约定净值转换,429,2.1,3.6,-0.24,2026-06-16,2026-06-30,-2.206,8.724,-1.896,0.42,1036007.72,28,14,14,15,0,100.0,2.94,0,0,0.0,28,14,14,3.63,-0.03,2.35
买Q0.05-0.70_卖Q0.85-0.90_3买2卖_基30000_增10000,广发约定净值转换,429,2.1,3.6,-0.24,2026-06-16,2026-06-30,-2.206,8.724,-1.896,0.42,1036007.72,28,14,14,15,0,100.0,2.94,0,0,0.0,28,14,14,3.63,-0.03,2.35
买Q0.15-0.70_卖Q0.85-0.90_3买3卖_基30000_增10000,广发约定净值转换,429,2.1,3.6,-0.24,2026-06-16,2026-06-30,-2.206,8.724,-1.896,0.42,1036007.72,28,14,14,15,0,100.0,2.94,0,0,0.0,28,14,14,3.63,-0.03,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买2卖_基30000_增20000,广发约定净值转换,429,2.08,3.57,-0.35,2026-06-16,2026-06-30,-1.968,6.029,-1.538,0.47,1035757.79,28,14,14,15,0,100.0,2.63,0,0,0.0,28,14,14,3.63,-0.06,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买3卖_基30000_增20000,广发约定净值转换,429,2.08,3.57,-0.35,2026-06-16,2026-06-30,-1.968,6.029,-1.538,0.47,1035757.79,28,14,14,15,0,100.0,2.63,0,0,0.0,28,14,14,3.63,-0.06,2.35
买Q0.05-0.80_卖Q0.85-0.90_3买3卖_基30000_增10000,广发约定净值转换,429,2.08,3.57,-0.24,2026-06-16,2026-06-30,-2.236,8.667,-1.944,0.42,1035779.2,28,14,14,15,0,100.0,2.89,0,0,0.0,28,14,14,3.63,-0.06,2.35
买Q0.05-0.80_卖Q0.85-0.90_3买2卖_基30000_增10000,广发约定净值转换,429,2.08,3.57,-0.24,2026-06-16,2026-06-30,-2.236,8.667,-1.944,0.42,1035779.2,28,14,14,15,0,100.0,2.89,0,0,0.0,28,14,14,3.63,-0.06,2.35
买Q0.15-0.80_卖Q0.75-0.95_4买3卖_基30000_增10000,广发约定净值转换,429,2.08,3.56,-0.22,2026-06-22,2026-06-30,-2.047,9.551,-1.73,0.46,1035643.15,10,5,5,6,0,100.0,5.96,0,0,0.0,10,5,5,3.63,-0.07,2.35
买Q0.15-0.80_卖Q0.75-0.95_4买2卖_基30000_增10000,广发约定净值转换,429,2.08,3.56,-0.22,2026-06-22,2026-06-30,-2.047,9.551,-1.73,0.46,1035643.15,10,5,5,6,0,100.0,5.96,0,0,0.0,10,5,5,3.63,-0.07,2.35
买Q0.15-0.80_卖Q0.75-0.90_4买2卖_基30000_增10000,广发约定净值转换,429,2.08,3.56,-0.22,2026-06-22,2026-06-30,-2.047,9.551,-1.73,0.46,1035643.15,10,5,5,6,0,100.0,5.96,0,0,0.0,10,5,5,3.63,-0.07,2.35
买Q0.15-0.80_卖Q0.75-0.90_4买3卖_基30000_增10000,广发约定净值转换,429,2.08,3.56,-0.22,2026-06-22,2026-06-30,-2.047,9.551,-1.73,0.46,1035643.15,10,5,5,6,0,100.0,5.96,0,0,0.0,10,5,5,3.63,-0.07,2.35
买Q0.15-0.80_卖Q0.85-0.95_3买3卖_基30000_增10000,广发约定净值转换,429,2.05,3.52,-0.32,2026-06-16,2026-06-30,-2.249,6.51,-1.821,0.43,1035257.84,28,14,14,15,0,100.0,2.71,0,0,0.0,28,14,14,3.63,-0.11,2.35
买Q0.15-0.80_卖Q0.85-0.95_3买2卖_基30000_增10000,广发约定净值转换,429,2.05,3.52,-0.32,2026-06-16,2026-06-30,-2.249,6.51,-1.821,0.43,1035257.84,28,14,14,15,0,100.0,2.71,0,0,0.0,28,14,14,3.63,-0.11,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买3卖_基30000_增10000,广发约定净值转换,429,2.04,3.5,-0.32,2026-06-16,2026-06-30,-2.284,6.464,-1.848,0.43,1035006.74,28,14,14,15,0,100.0,2.63,0,0,0.0,28,14,14,3.63,-0.13,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买2卖_基30000_增10000,广发约定净值转换,429,2.04,3.5,-0.32,2026-06-16,2026-06-30,-2.284,6.464,-1.848,0.43,1035006.74,28,14,14,15,0,100.0,2.63,0,0,0.0,28,14,14,3.63,-0.13,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买2卖_基30000_增20000,广发约定净值转换,429,2.03,3.48,-0.25,2026-06-16,2026-06-30,-2.262,8.058,-1.982,0.43,1034895.63,32,16,16,18,0,100.0,2.26,0,0,0.0,32,16,16,3.63,-0.15,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买3卖_基30000_增20000,广发约定净值转换,429,2.03,3.48,-0.25,2026-06-16,2026-06-30,-2.262,8.058,-1.982,0.43,1034895.63,32,16,16,18,0,100.0,2.26,0,0,0.0,32,16,16,3.63,-0.15,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买3卖_基30000_增20000,广发约定净值转换,429,2.03,3.48,-0.25,2026-06-16,2026-06-30,-2.262,8.058,-1.982,0.43,1034895.63,32,16,16,18,0,100.0,2.26,0,0,0.0,32,16,16,3.63,-0.15,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买2卖_基30000_增20000,广发约定净值转换,429,2.03,3.48,-0.25,2026-06-16,2026-06-30,-2.262,8.058,-1.982,0.43,1034895.63,32,16,16,18,0,100.0,2.26,0,0,0.0,32,16,16,3.63,-0.15,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买3卖_基30000_增20000,广发约定净值转换,429,2.02,3.47,-0.25,2026-06-16,2026-06-30,-2.279,8.029,-1.996,0.43,1034770.08,32,16,16,18,0,100.0,2.2,0,0,0.0,32,16,16,3.63,-0.16,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买2卖_基30000_增20000,广发约定净值转换,429,2.02,3.47,-0.25,2026-06-16,2026-06-30,-2.279,8.029,-1.996,0.43,1034770.08,32,16,16,18,0,100.0,2.2,0,0,0.0,32,16,16,3.63,-0.16,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买2卖_基30000_增10000,广发约定净值转换,429,2.02,3.47,-0.27,2026-06-22,2026-06-30,-2.082,7.394,-1.571,0.48,1034728.17,10,5,5,6,0,100.0,5.43,0,0,0.0,10,5,5,3.63,-0.16,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买3卖_基30000_增10000,广发约定净值转换,429,2.02,3.47,-0.27,2026-06-22,2026-06-30,-2.082,7.394,-1.571,0.48,1034728.17,10,5,5,6,0,100.0,5.43,0,0,0.0,10,5,5,3.63,-0.16,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买3卖_基30000_增10000,广发约定净值转换,429,2.02,3.47,-0.27,2026-06-22,2026-06-30,-2.082,7.394,-1.571,0.48,1034728.17,10,5,5,6,0,100.0,5.43,0,0,0.0,10,5,5,3.63,-0.16,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买2卖_基30000_增10000,广发约定净值转换,429,2.02,3.47,-0.27,2026-06-22,2026-06-30,-2.082,7.394,-1.571,0.48,1034728.17,10,5,5,6,0,100.0,5.43,0,0,0.0,10,5,5,3.63,-0.16,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买2卖_基30000_增20000,广发约定净值转换,429,2.02,3.47,-0.25,2026-06-16,2026-06-30,-2.279,8.029,-1.996,0.43,1034770.08,32,16,16,18,0,100.0,2.2,0,0,0.0,32,16,16,3.63,-0.16,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买3卖_基30000_增20000,广发约定净值转换,429,2.02,3.47,-0.25,2026-06-16,2026-06-30,-2.279,8.029,-1.996,0.43,1034770.08,32,16,16,18,0,100.0,2.2,0,0,0.0,32,16,16,3.63,-0.16,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买3卖_基30000_增10000,广发约定净值转换,429,1.99,3.41,-0.19,2026-07-06,2026-07-10,-2.364,10.351,-1.611,0.43,1034147.98,8,4,4,5,0,100.0,6.44,0,0,0.0,8,4,4,3.63,-0.22,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买2卖_基30000_增10000,广发约定净值转换,429,1.99,3.41,-0.19,2026-07-06,2026-07-10,-2.364,10.351,-1.611,0.43,1034147.98,8,4,4,5,0,100.0,6.44,0,0,0.0,8,4,4,3.63,-0.22,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买2卖_基30000_增10000,广发约定净值转换,429,1.99,3.41,-0.19,2026-07-06,2026-07-10,-2.364,10.351,-1.611,0.43,1034147.98,8,4,4,5,0,100.0,6.44,0,0,0.0,8,4,4,3.63,-0.22,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买3卖_基80000_增20000,广发约定净值转换,429,1.99,3.41,-0.33,2025-01-06,2025-01-13,-1.746,6.076,-1.28,0.59,1034196.3,9,3,6,6,0,100.0,3.47,0,0,0.0,9,3,6,3.63,-0.22,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买3卖_基30000_增10000,广发约定净值转换,429,1.99,3.41,-0.19,2026-07-06,2026-07-10,-2.364,10.351,-1.611,0.43,1034147.98,8,4,4,5,0,100.0,6.44,0,0,0.0,8,4,4,3.63,-0.22,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买2卖_基30000_增10000,广发约定净值转换,429,1.97,3.38,-0.24,2026-06-16,2026-06-30,-2.675,8.177,-2.405,0.39,1033825.92,31,16,15,17,0,100.0,2.19,0,0,0.0,31,16,15,3.63,-0.25,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买2卖_基30000_增10000,广发约定净值转换,429,1.97,3.38,-0.24,2026-06-16,2026-06-30,-2.675,8.177,-2.405,0.39,1033825.92,31,16,15,17,0,100.0,2.19,0,0,0.0,31,16,15,3.63,-0.25,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买3卖_基30000_增10000,广发约定净值转换,429,1.97,3.38,-0.24,2026-06-16,2026-06-30,-2.675,8.177,-2.405,0.39,1033825.92,31,16,15,17,0,100.0,2.19,0,0,0.0,31,16,15,3.63,-0.25,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买2卖_基30000_增10000,广发约定净值转换,429,1.97,3.38,-0.24,2026-06-16,2026-06-30,-2.675,8.177,-2.405,0.39,1033825.92,31,16,15,17,0,100.0,2.19,0,0,0.0,31,16,15,3.63,-0.25,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买3卖_基30000_增10000,广发约定净值转换,429,1.97,3.38,-0.24,2026-06-16,2026-06-30,-2.675,8.177,-2.405,0.39,1033825.92,31,16,15,17,0,100.0,2.19,0,0,0.0,31,16,15,3.63,-0.25,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买3卖_基80000_增20000,广发约定净值转换,429,1.97,3.38,-0.22,2026-07-06,2026-07-10,-2.133,9.124,-1.407,0.49,1033854.19,6,2,4,4,0,100.0,4.92,0,0,0.0,6,2,4,3.63,-0.25,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买3卖_基30000_增10000,广发约定净值转换,429,1.97,3.38,-0.24,2026-06-16,2026-06-30,-2.675,8.177,-2.405,0.39,1033825.92,31,16,15,17,0,100.0,2.19,0,0,0.0,31,16,15,3.63,-0.25,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买2卖_基30000_增10000,广发约定净值转换,429,1.97,3.38,-0.24,2026-06-16,2026-06-30,-2.675,8.177,-2.405,0.39,1033825.92,31,16,15,17,0,100.0,2.19,0,0,0.0,31,16,15,3.63,-0.25,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买3卖_基30000_增10000,广发约定净值转换,429,1.97,3.38,-0.24,2026-06-16,2026-06-30,-2.675,8.177,-2.405,0.39,1033825.92,31,16,15,17,0,100.0,2.19,0,0,0.0,31,16,15,3.63,-0.25,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买2卖_基80000_增20000,广发约定净值转换,429,1.97,3.38,-0.22,2026-07-06,2026-07-10,-2.133,9.124,-1.407,0.49,1033854.19,6,2,4,4,0,100.0,4.92,0,0,0.0,6,2,4,3.63,-0.25,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买2卖_基80000_增20000,广发约定净值转换,429,1.97,3.38,-0.22,2026-07-06,2026-07-10,-2.133,9.124,-1.407,0.49,1033854.19,6,2,4,4,0,100.0,4.92,0,0,0.0,6,2,4,3.63,-0.25,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买3卖_基30000_增10000,广发约定净值转换,429,1.97,3.37,-0.37,2026-06-22,2026-06-30,-2.132,5.352,-1.459,0.49,1033762.6,10,5,5,6,0,100.0,4.78,0,0,0.0,10,5,5,3.63,-0.26,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买2卖_基30000_增10000,广发约定净值转换,429,1.97,3.37,-0.37,2026-06-22,2026-06-30,-2.132,5.352,-1.459,0.49,1033762.6,10,5,5,6,0,100.0,4.78,0,0,0.0,10,5,5,3.63,-0.26,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买2卖_基30000_增10000,广发约定净值转换,429,1.97,3.37,-0.37,2026-06-22,2026-06-30,-2.132,5.352,-1.459,0.49,1033762.6,10,5,5,6,0,100.0,4.78,0,0,0.0,10,5,5,3.63,-0.26,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买3卖_基30000_增10000,广发约定净值转换,429,1.97,3.37,-0.37,2026-06-22,2026-06-30,-2.132,5.352,-1.459,0.49,1033762.6,10,5,5,6,0,100.0,4.78,0,0,0.0,10,5,5,3.63,-0.26,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买3卖_基80000_增10000,广发约定净值转换,429,1.94,3.32,-0.33,2025-01-06,2025-01-13,-1.976,5.909,-1.446,0.54,1033252.14,9,3,6,6,0,100.0,3.47,0,0,0.0,9,3,6,3.63,-0.31,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买3卖_基80000_增10000,广发约定净值转换,429,1.92,3.29,-0.19,2026-07-06,2026-07-10,-2.497,9.964,-1.624,0.44,1032910.03,6,2,4,4,0,100.0,4.92,0,0,0.0,6,2,4,3.63,-0.34,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买2卖_基80000_增10000,广发约定净值转换,429,1.92,3.29,-0.19,2026-07-06,2026-07-10,-2.497,9.964,-1.624,0.44,1032910.03,6,2,4,4,0,100.0,4.92,0,0,0.0,6,2,4,3.63,-0.34,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买2卖_基80000_增10000,广发约定净值转换,429,1.92,3.29,-0.19,2026-07-06,2026-07-10,-2.497,9.964,-1.624,0.44,1032910.03,6,2,4,4,0,100.0,4.92,0,0,0.0,6,2,4,3.63,-0.34,2.35
买Q0.15-0.80_卖Q0.75-0.90_3买3卖_基80000_增20000,广发约定净值转换,429,1.88,3.22,-0.33,2025-01-06,2025-01-13,-1.874,5.734,-1.312,0.6,1032265.16,9,3,6,6,0,100.0,2.82,0,0,0.0,9,3,6,3.63,-0.41,2.35
买Q0.15-0.80_卖Q0.75-0.95_3买2卖_基80000_增20000,广发约定净值转换,429,1.86,3.19,-0.28,2026-06-25,2026-06-30,-2.255,6.532,-1.405,0.51,1031923.05,6,2,4,4,0,100.0,3.94,0,0,0.0,6,2,4,3.63,-0.44,2.35
买Q0.15-0.80_卖Q0.75-0.90_3买2卖_基80000_增20000,广发约定净值转换,429,1.86,3.19,-0.28,2026-06-25,2026-06-30,-2.255,6.532,-1.405,0.51,1031923.05,6,2,4,4,0,100.0,3.94,0,0,0.0,6,2,4,3.63,-0.44,2.35
买Q0.15-0.80_卖Q0.75-0.95_3买3卖_基80000_增20000,广发约定净值转换,429,1.86,3.19,-0.28,2026-06-25,2026-06-30,-2.255,6.532,-1.405,0.51,1031923.05,6,2,4,4,0,100.0,3.94,0,0,0.0,6,2,4,3.63,-0.44,2.35
买Q0.15-0.80_卖Q0.75-0.90_3买3卖_基80000_增10000,广发约定净值转换,429,1.84,3.15,-0.33,2025-01-06,2025-01-13,-2.095,5.601,-1.478,0.56,1031514.12,9,3,6,6,0,100.0,2.82,0,0,0.0,9,3,6,3.63,-0.48,2.35
买Q0.15-0.80_卖Q0.75-0.90_3买2卖_基80000_增10000,广发约定净值转换,429,1.82,3.11,-0.25,2026-06-25,2026-06-30,-2.604,7.133,-1.599,0.46,1031172.01,6,2,4,4,0,100.0,3.94,0,0,0.0,6,2,4,3.63,-0.52,2.35
买Q0.15-0.80_卖Q0.75-0.95_3买3卖_基80000_增10000,广发约定净值转换,429,1.82,3.11,-0.25,2026-06-25,2026-06-30,-2.604,7.133,-1.599,0.46,1031172.01,6,2,4,4,0,100.0,3.94,0,0,0.0,6,2,4,3.63,-0.52,2.35
买Q0.15-0.80_卖Q0.75-0.95_3买2卖_基80000_增10000,广发约定净值转换,429,1.82,3.11,-0.25,2026-06-25,2026-06-30,-2.604,7.133,-1.599,0.46,1031172.01,6,2,4,4,0,100.0,3.94,0,0,0.0,6,2,4,3.63,-0.52,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买2卖_基50000_增20000,广发约定净值转换,429,1.79,3.06,-0.14,2026-07-06,2026-07-10,-3.637,12.313,-2.194,0.34,1030635.52,5,2,3,3,0,100.0,6.19,0,0,0.0,5,2,3,3.63,-0.57,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买3卖_基50000_增20000,广发约定净值转换,429,1.79,3.06,-0.14,2026-07-06,2026-07-10,-3.637,12.313,-2.194,0.34,1030635.52,5,2,3,3,0,100.0,6.19,0,0,0.0,5,2,3,3.63,-0.57,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买2卖_基50000_增20000,广发约定净值转换,429,1.79,3.06,-0.14,2026-07-06,2026-07-10,-3.637,12.313,-2.194,0.34,1030635.52,5,2,3,3,0,100.0,6.19,0,0,0.0,5,2,3,3.63,-0.57,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买3卖_基50000_增20000,广发约定净值转换,429,1.79,3.06,-0.14,2026-07-06,2026-07-10,-3.637,12.313,-2.194,0.34,1030635.52,5,2,3,3,0,100.0,6.19,0,0,0.0,5,2,3,3.63,-0.57,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买3卖_基50000_增10000,广发约定净值转换,429,1.73,2.96,-0.12,2026-07-06,2026-07-10,-4.436,14.276,-2.499,0.29,1029691.36,5,2,3,3,0,100.0,6.19,0,0,0.0,5,2,3,3.63,-0.67,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买2卖_基50000_增10000,广发约定净值转换,429,1.73,2.96,-0.12,2026-07-06,2026-07-10,-4.436,14.276,-2.499,0.29,1029691.36,5,2,3,3,0,100.0,6.19,0,0,0.0,5,2,3,3.63,-0.67,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买3卖_基50000_增10000,广发约定净值转换,429,1.73,2.96,-0.12,2026-07-06,2026-07-10,-4.436,14.276,-2.499,0.29,1029691.36,5,2,3,3,0,100.0,6.19,0,0,0.0,5,2,3,3.63,-0.67,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买2卖_基50000_增10000,广发约定净值转换,429,1.73,2.96,-0.12,2026-07-06,2026-07-10,-4.436,14.276,-2.499,0.29,1029691.36,5,2,3,3,0,100.0,6.19,0,0,0.0,5,2,3,3.63,-0.67,2.35
买Q0.15-0.80_卖Q0.75-0.95_3买3卖_基50000_增20000,广发约定净值转换,429,1.71,2.92,-0.19,2026-06-25,2026-06-30,-3.694,8.776,-2.118,0.35,1029283.72,5,2,3,3,0,100.0,4.88,0,0,0.0,5,2,3,3.63,-0.71,2.35
买Q0.15-0.80_卖Q0.75-0.95_3买2卖_基50000_增20000,广发约定净值转换,429,1.71,2.92,-0.19,2026-06-25,2026-06-30,-3.694,8.776,-2.118,0.35,1029283.72,5,2,3,3,0,100.0,4.88,0,0,0.0,5,2,3,3.63,-0.71,2.35
买Q0.15-0.80_卖Q0.75-0.90_3买2卖_基50000_增20000,广发约定净值转换,429,1.71,2.92,-0.19,2026-06-25,2026-06-30,-3.694,8.776,-2.118,0.35,1029283.72,5,2,3,3,0,100.0,4.88,0,0,0.0,5,2,3,3.63,-0.71,2.35
买Q0.15-0.80_卖Q0.75-0.90_3买3卖_基50000_增20000,广发约定净值转换,429,1.71,2.92,-0.19,2026-06-25,2026-06-30,-3.694,8.776,-2.118,0.35,1029283.72,5,2,3,3,0,100.0,4.88,0,0,0.0,5,2,3,3.63,-0.71,2.35
买Q0.15-0.80_卖Q0.75-0.90_3买3卖_基50000_增10000,广发约定净值转换,429,1.66,2.85,-0.16,2026-06-25,2026-06-30,-4.459,10.12,-2.41,0.3,1028532.68,5,2,3,3,0,100.0,4.88,0,0,0.0,5,2,3,3.63,-0.78,2.35
买Q0.15-0.80_卖Q0.75-0.90_3买2卖_基50000_增10000,广发约定净值转换,429,1.66,2.85,-0.16,2026-06-25,2026-06-30,-4.459,10.12,-2.41,0.3,1028532.68,5,2,3,3,0,100.0,4.88,0,0,0.0,5,2,3,3.63,-0.78,2.35
买Q0.15-0.80_卖Q0.75-0.95_3买2卖_基50000_增10000,广发约定净值转换,429,1.66,2.85,-0.16,2026-06-25,2026-06-30,-4.459,10.12,-2.41,0.3,1028532.68,5,2,3,3,0,100.0,4.88,0,0,0.0,5,2,3,3.63,-0.78,2.35
买Q0.15-0.80_卖Q0.75-0.95_3买3卖_基50000_增10000,广发约定净值转换,429,1.66,2.85,-0.16,2026-06-25,2026-06-30,-4.459,10.12,-2.41,0.3,1028532.68,5,2,3,3,0,100.0,4.88,0,0,0.0,5,2,3,3.63,-0.78,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买2卖_基30000_增20000,广发约定净值转换,429,1.66,2.85,-0.1,2026-07-06,2026-07-10,-5.638,17.066,-3.389,0.24,1028525.31,4,2,2,2,0,100.0,4.73,0,0,0.0,4,2,2,3.63,-0.78,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买3卖_基30000_增20000,广发约定净值转换,429,1.66,2.85,-0.1,2026-07-06,2026-07-10,-5.638,17.066,-3.389,0.24,1028525.31,4,2,2,2,0,100.0,4.73,0,0,0.0,4,2,2,3.63,-0.78,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买2卖_基30000_增20000,广发约定净值转换,429,1.66,2.85,-0.1,2026-07-06,2026-07-10,-5.638,17.066,-3.389,0.24,1028525.31,4,2,2,2,0,100.0,4.73,0,0,0.0,4,2,2,3.63,-0.78,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买3卖_基30000_增20000,广发约定净值转换,429,1.66,2.85,-0.1,2026-07-06,2026-07-10,-5.638,17.066,-3.389,0.24,1028525.31,4,2,2,2,0,100.0,4.73,0,0,0.0,4,2,2,3.63,-0.78,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买3卖_基30000_增10000,广发约定净值转换,429,1.61,2.76,-0.07,2026-07-06,2026-07-10,-7.288,21.895,-4.395,0.19,1027643.75,4,2,2,2,0,100.0,4.73,0,0,0.0,4,2,2,3.63,-0.87,2.35
买Q0.05-0.80_卖Q0.75-0.95_3买2卖_基30000_增10000,广发约定净值转换,429,1.61,2.76,-0.07,2026-07-06,2026-07-10,-7.288,21.895,-4.395,0.19,1027643.75,4,2,2,2,0,100.0,4.73,0,0,0.0,4,2,2,3.63,-0.87,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买3卖_基30000_增10000,广发约定净值转换,429,1.61,2.76,-0.07,2026-07-06,2026-07-10,-7.288,21.895,-4.395,0.19,1027643.75,4,2,2,2,0,100.0,4.73,0,0,0.0,4,2,2,3.63,-0.87,2.35
买Q0.05-0.80_卖Q0.75-0.90_3买2卖_基30000_增10000,广发约定净值转换,429,1.61,2.76,-0.07,2026-07-06,2026-07-10,-7.288,21.895,-4.395,0.19,1027643.75,4,2,2,2,0,100.0,4.73,0,0,0.0,4,2,2,3.63,-0.87,2.35
买Q0.15-0.80_卖Q0.75-0.95_3买3卖_基30000_增20000,广发约定净值转换,429,1.61,2.75,-0.13,2026-06-25,2026-06-30,-5.607,11.968,-3.246,0.25,1027559.74,4,2,2,2,0,100.0,3.75,0,0,0.0,4,2,2,3.63,-0.88,2.35
买Q0.15-0.80_卖Q0.75-0.95_3买2卖_基30000_增20000,广发约定净值转换,429,1.61,2.75,-0.13,2026-06-25,2026-06-30,-5.607,11.968,-3.246,0.25,1027559.74,4,2,2,2,0,100.0,3.75,0,0,0.0,4,2,2,3.63,-0.88,2.35
