策略,策略名称,回测天数,年化收益率(%),累计收益率(%),最大回撤(%),最大回撤起始日,最大回撤结束日,夏普比率,卡玛比率,索提诺比率,波动率(年化%),期末总资产(元),总交易次数,买入次数,卖出次数,盈利次数,亏损次数,胜率(%),平均盈利(%),平均亏损(%),盈亏比,总手续费(元),转换次数,买入触发次数,止盈触发次数,买入持有收益率(%),超额收益(%),纯货币基金收益率(%)
买Q0.15-0.70_卖Q0.75-0.90_5买3卖_基50000_增20000,广发约定净值转换,429,3.19,5.49,-0.81,2026-06-16,2026-06-30,0.127,3.921,0.111,1.22,1054973.54,42,19,23,25,0,100.0,3.33,0,0,0.0,42,19,23,3.63,1.86,2.35
买Q0.15-0.70_卖Q0.85-0.90_5买3卖_基50000_增10000,广发约定净值转换,429,3.18,5.48,-0.74,2026-06-16,2026-06-30,0.136,4.316,0.119,1.09,1054870.92,37,17,20,21,0,100.0,3.65,0,0,0.0,37,17,20,3.63,1.85,2.35
买Q0.15-0.80_卖Q0.85-0.95_3买2卖_基80000_增10000,广发约定净值转换,429,3.18,5.48,-1.18,2026-06-12,2026-06-30,0.121,2.699,0.102,1.22,1054825.06,41,14,27,29,0,100.0,2.52,0,0,0.0,41,14,27,3.63,1.85,2.35
买Q0.05-0.70_卖Q0.85-0.90_5买3卖_基50000_增10000,广发约定净值转换,429,3.18,5.48,-0.74,2026-06-16,2026-06-30,0.136,4.316,0.119,1.09,1054870.92,37,17,20,21,0,100.0,3.65,0,0,0.0,37,17,20,3.63,1.85,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买3卖_基80000_增20000,广发约定净值转换,429,3.19,5.48,-0.71,2026-06-16,2026-06-30,0.142,4.49,0.13,1.05,1054904.24,48,16,32,34,0,100.0,2.43,0,0,0.0,48,16,32,3.63,1.85,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买3卖_基80000_增20000,广发约定净值转换,429,3.19,5.48,-0.71,2026-06-16,2026-06-30,0.142,4.49,0.13,1.05,1054904.24,48,16,32,34,0,100.0,2.43,0,0,0.0,48,16,32,3.63,1.85,2.35
买Q0.05-0.80_卖Q0.85-0.95_4买2卖_基50000_增10000,广发约定净值转换,429,3.18,5.48,-0.61,2026-06-16,2026-06-30,0.145,5.251,0.13,1.01,1054838.36,34,16,18,19,0,100.0,4.01,0,0,0.0,34,16,18,3.63,1.85,2.35
买Q0.15-0.80_卖Q0.85-0.95_3买3卖_基80000_增10000,广发约定净值转换,429,3.18,5.47,-0.86,2026-06-16,2026-06-30,0.133,3.684,0.115,1.06,1054753.61,42,14,28,29,0,100.0,2.72,0,0,0.0,42,14,28,3.63,1.84,2.35
买Q0.05-0.70_卖Q0.75-0.90_4买2卖_基50000_增20000,广发约定净值转换,429,3.17,5.46,-0.65,2026-06-16,2026-06-30,0.124,4.884,0.112,1.12,1054696.68,39,18,21,23,0,100.0,3.59,0,0,0.0,39,18,21,3.63,1.83,2.35
买Q0.15-0.70_卖Q0.75-0.90_4买2卖_基50000_增20000,广发约定净值转换,429,3.17,5.46,-0.65,2026-06-16,2026-06-30,0.124,4.884,0.112,1.12,1054696.68,39,18,21,23,0,100.0,3.59,0,0,0.0,39,18,21,3.63,1.83,2.35
买Q0.15-0.80_卖Q0.85-0.95_5买3卖_基50000_增10000,广发约定净值转换,429,3.17,5.46,-0.87,2026-06-16,2026-06-30,0.123,3.657,0.104,1.12,1054674.24,37,17,20,22,0,100.0,3.51,0,0,0.0,37,17,20,3.63,1.83,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买2卖_基80000_增20000,广发约定净值转换,429,3.17,5.46,-0.89,2026-06-16,2026-06-30,0.123,3.554,0.104,1.1,1054648.02,42,14,28,29,0,100.0,2.6,0,0,0.0,42,14,28,3.63,1.83,2.35
买Q0.15-0.80_卖Q0.85-0.95_5买2卖_基50000_增10000,广发约定净值转换,429,3.17,5.45,-0.87,2026-06-16,2026-06-30,0.119,3.651,0.101,1.12,1054590.96,37,17,20,22,0,100.0,3.49,0,0,0.0,37,17,20,3.63,1.82,2.35
买Q0.05-0.80_卖Q0.85-0.90_3买3卖_基80000_增10000,广发约定净值转换,429,3.16,5.44,-0.7,2026-06-16,2026-06-30,0.122,4.542,0.111,1.03,1054488.49,42,14,28,29,0,100.0,2.72,0,0,0.0,42,14,28,3.63,1.81,2.35
买Q0.05-0.80_卖Q0.85-0.90_5买3卖_基50000_增10000,广发约定净值转换,429,3.16,5.44,-0.74,2026-06-16,2026-06-30,0.116,4.284,0.102,1.09,1054490.05,37,17,20,21,0,100.0,3.62,0,0,0.0,37,17,20,3.63,1.81,2.35
买Q0.05-0.70_卖Q0.85-0.90_4买2卖_基50000_增10000,广发约定净值转换,429,3.16,5.43,-0.61,2026-06-16,2026-06-30,0.119,5.207,0.105,1.0,1054367.52,34,16,18,19,0,100.0,3.98,0,0,0.0,34,16,18,3.63,1.8,2.35
买Q0.15-0.70_卖Q0.85-0.90_4买2卖_基50000_增10000,广发约定净值转换,429,3.16,5.43,-0.61,2026-06-16,2026-06-30,0.119,5.207,0.105,1.0,1054367.52,34,16,18,19,0,100.0,3.98,0,0,0.0,34,16,18,3.63,1.8,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买2卖_基80000_增20000,广发约定净值转换,429,3.15,5.42,-0.71,2026-06-16,2026-06-30,0.109,4.439,0.099,1.05,1054276.48,48,16,32,34,0,100.0,2.39,0,0,0.0,48,16,32,3.63,1.79,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买3卖_基80000_增20000,广发约定净值转换,429,3.15,5.42,-0.72,2026-06-22,2026-06-30,0.095,4.361,0.071,1.2,1054235.38,22,7,15,15,0,100.0,4.33,0,0,0.0,22,7,15,3.63,1.79,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买2卖_基80000_增20000,广发约定净值转换,429,3.15,5.42,-0.71,2026-06-16,2026-06-30,0.109,4.439,0.099,1.05,1054276.48,48,16,32,34,0,100.0,2.39,0,0,0.0,48,16,32,3.63,1.79,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买2卖_基80000_增20000,广发约定净值转换,429,3.15,5.42,-0.73,2026-06-12,2026-06-30,0.107,4.309,0.1,1.05,1054255.55,48,16,32,34,0,100.0,2.37,0,0,0.0,48,16,32,3.63,1.79,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买2卖_基80000_增20000,广发约定净值转换,429,3.15,5.42,-0.73,2026-06-12,2026-06-30,0.107,4.309,0.1,1.05,1054255.55,48,16,32,34,0,100.0,2.37,0,0,0.0,48,16,32,3.63,1.79,2.35
买Q0.05-0.70_卖Q0.75-0.90_4买3卖_基50000_增20000,广发约定净值转换,429,3.14,5.4,-0.65,2026-06-16,2026-06-30,0.094,4.83,0.084,1.11,1054083.58,39,18,21,23,0,100.0,3.54,0,0,0.0,39,18,21,3.63,1.77,2.35
买Q0.15-0.70_卖Q0.75-0.90_4买3卖_基50000_增20000,广发约定净值转换,429,3.14,5.4,-0.65,2026-06-16,2026-06-30,0.094,4.83,0.084,1.11,1054083.58,39,18,21,23,0,100.0,3.54,0,0,0.0,39,18,21,3.63,1.77,2.35
买Q0.05-0.80_卖Q0.85-0.90_4买2卖_基50000_增10000,广发约定净值转换,429,3.13,5.39,-0.61,2026-06-16,2026-06-30,0.098,5.169,0.087,1.0,1053986.65,34,16,18,19,0,100.0,3.95,0,0,0.0,34,16,18,3.63,1.76,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买2卖_基80000_增20000,广发约定净值转换,429,3.12,5.38,-0.72,2026-06-22,2026-06-30,0.076,4.328,0.057,1.2,1053818.71,19,6,13,13,0,100.0,4.91,0,0,0.0,19,6,13,3.63,1.75,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买3卖_基80000_增10000,广发约定净值转换,429,3.13,5.38,-0.7,2026-06-16,2026-06-30,0.089,4.475,0.083,1.01,1053849.18,47,16,31,33,0,100.0,2.4,0,0,0.0,47,16,31,3.63,1.75,2.35
买Q0.15-0.80_卖Q0.85-0.90_5买2卖_基50000_增10000,广发约定净值转换,429,3.12,5.38,-0.87,2026-06-16,2026-06-30,0.08,3.599,0.067,1.11,1053811.53,37,17,20,21,0,100.0,3.56,0,0,0.0,37,17,20,3.63,1.75,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买3卖_基80000_增10000,广发约定净值转换,429,3.13,5.38,-0.7,2026-06-16,2026-06-30,0.089,4.475,0.083,1.01,1053849.18,47,16,31,33,0,100.0,2.4,0,0,0.0,47,16,31,3.63,1.75,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买2卖_基80000_增10000,广发约定净值转换,429,3.12,5.37,-0.86,2026-06-16,2026-06-30,0.082,3.618,0.07,1.06,1053771.43,42,14,28,29,0,100.0,2.6,0,0,0.0,42,14,28,3.63,1.74,2.35
买Q0.15-0.70_卖Q0.85-0.90_4买3卖_基50000_增10000,广发约定净值转换,429,3.12,5.36,-0.61,2026-06-16,2026-06-30,0.081,5.142,0.071,1.0,1053678.31,34,16,18,19,0,100.0,3.83,0,0,0.0,34,16,18,3.63,1.73,2.35
买Q0.05-0.70_卖Q0.85-0.90_4买3卖_基50000_增10000,广发约定净值转换,429,3.12,5.36,-0.61,2026-06-16,2026-06-30,0.081,5.142,0.071,1.0,1053678.31,34,16,18,19,0,100.0,3.83,0,0,0.0,34,16,18,3.63,1.73,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买3卖_基80000_增20000,广发约定净值转换,429,3.11,5.36,-0.89,2026-06-16,2026-06-30,0.072,3.487,0.06,1.1,1053627.06,42,14,28,29,0,100.0,2.52,0,0,0.0,42,14,28,3.63,1.73,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买2卖_基80000_增20000,广发约定净值转换,429,3.11,5.35,-0.72,2026-06-22,2026-06-30,0.066,4.311,0.049,1.19,1053607.63,22,7,15,15,0,100.0,4.25,0,0,0.0,22,7,15,3.63,1.72,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买3卖_基80000_增20000,广发约定净值转换,429,3.11,5.35,-0.71,2026-06-16,2026-06-30,0.073,4.384,0.066,1.05,1053596.79,48,16,32,34,0,100.0,2.32,0,0,0.0,48,16,32,3.63,1.72,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买3卖_基80000_增20000,广发约定净值转换,429,3.11,5.35,-0.71,2026-06-16,2026-06-30,0.073,4.384,0.066,1.05,1053596.79,48,16,32,34,0,100.0,2.32,0,0,0.0,48,16,32,3.63,1.72,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买3卖_基80000_增20000,广发约定净值转换,429,3.09,5.32,-0.72,2026-06-22,2026-06-30,0.046,4.285,0.037,1.32,1053261.83,25,8,17,18,0,100.0,3.72,0,0,0.0,25,8,17,3.63,1.69,2.35
买Q0.05-0.80_卖Q0.85-0.90_4买3卖_基50000_增10000,广发约定净值转换,429,3.09,5.32,-0.61,2026-06-16,2026-06-30,0.059,5.103,0.053,1.0,1053297.45,34,16,18,19,0,100.0,3.79,0,0,0.0,34,16,18,3.63,1.69,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买2卖_基80000_增10000,广发约定净值转换,429,3.09,5.32,-0.7,2026-06-16,2026-06-30,0.055,4.423,0.05,1.0,1053221.42,47,16,31,33,0,100.0,2.36,0,0,0.0,47,16,31,3.63,1.69,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买2卖_基80000_增10000,广发约定净值转换,429,3.09,5.32,-0.7,2026-06-16,2026-06-30,0.055,4.423,0.05,1.0,1053221.42,47,16,31,33,0,100.0,2.36,0,0,0.0,47,16,31,3.63,1.69,2.35
买Q0.15-0.70_卖Q0.75-0.95_3买2卖_基80000_增10000,广发约定净值转换,429,3.09,5.31,-0.72,2026-06-12,2026-06-30,0.053,4.292,0.05,1.01,1053200.49,47,16,31,33,0,100.0,2.35,0,0,0.0,47,16,31,3.63,1.68,2.35
买Q0.15-0.80_卖Q0.85-0.90_5买3卖_基50000_增10000,广发约定净值转换,429,3.08,5.31,-0.87,2026-06-16,2026-06-30,0.046,3.554,0.039,1.11,1053138.25,37,17,20,21,0,100.0,3.43,0,0,0.0,37,17,20,3.63,1.68,2.35
买Q0.05-0.70_卖Q0.75-0.95_3买2卖_基80000_增10000,广发约定净值转换,429,3.09,5.31,-0.72,2026-06-12,2026-06-30,0.053,4.292,0.05,1.01,1053200.49,47,16,31,33,0,100.0,2.35,0,0,0.0,47,16,31,3.63,1.68,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买3卖_基80000_增20000,广发约定净值转换,429,3.07,5.28,-0.5,2026-07-06,2026-07-10,0.03,6.176,0.02,1.1,1052817.07,19,6,13,13,0,100.0,4.86,0,0,0.0,19,6,13,3.63,1.65,2.35
买Q0.15-0.80_卖Q0.85-0.90_3买3卖_基80000_增10000,广发约定净值转换,429,3.06,5.27,-0.86,2026-06-16,2026-06-30,0.028,3.548,0.024,1.05,1052750.47,42,14,28,29,0,100.0,2.52,0,0,0.0,42,14,28,3.63,1.64,2.35
买Q0.05-0.70_卖Q0.75-0.90_3买3卖_基80000_增10000,广发约定净值转换,429,3.05,5.25,-0.7,2026-06-16,2026-06-30,0.016,4.365,0.015,1.0,1052527.08,47,16,31,33,0,100.0,2.29,0,0,0.0,47,16,31,3.63,1.62,2.35
买Q0.15-0.70_卖Q0.75-0.90_3买3卖_基80000_增10000,广发约定净值转换,429,3.05,5.25,-0.7,2026-06-16,2026-06-30,0.016,4.365,0.015,1.0,1052527.08,47,16,31,33,0,100.0,2.29,0,0,0.0,47,16,31,3.63,1.62,2.35
买Q0.05-0.70_卖Q0.75-0.95_5买3卖_基50000_增10000,广发约定净值转换,429,3.04,5.23,-0.74,2026-06-16,2026-06-30,0.009,4.106,0.008,1.07,1052402.42,41,19,22,24,0,100.0,3.21,0,0,0.0,41,19,22,3.63,1.6,2.35
买Q0.15-0.70_卖Q0.75-0.95_5买2卖_基50000_增10000,广发约定净值转换,429,3.04,5.23,-0.74,2026-06-16,2026-06-30,0.007,4.103,0.006,1.07,1052358.45,41,19,22,24,0,100.0,3.2,0,0,0.0,41,19,22,3.63,1.6,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买2卖_基80000_增20000,广发约定净值转换,429,3.04,5.23,-0.5,2026-07-06,2026-07-10,0.009,6.128,0.006,1.1,1052400.39,16,5,11,11,0,100.0,5.64,0,0,0.0,16,5,11,3.63,1.6,2.35
买Q0.05-0.70_卖Q0.75-0.95_5买2卖_基50000_增10000,广发约定净值转换,429,3.04,5.23,-0.74,2026-06-16,2026-06-30,0.007,4.103,0.006,1.07,1052358.45,41,19,22,24,0,100.0,3.2,0,0,0.0,41,19,22,3.63,1.6,2.35
买Q0.15-0.70_卖Q0.75-0.95_5买3卖_基50000_增10000,广发约定净值转换,429,3.04,5.23,-0.74,2026-06-16,2026-06-30,0.009,4.106,0.008,1.07,1052402.42,41,19,22,24,0,100.0,3.21,0,0,0.0,41,19,22,3.63,1.6,2.35
买Q0.15-0.80_卖Q0.75-0.95_4买3卖_基80000_增10000,广发约定净值转换,429,3.04,5.22,-0.53,2026-06-22,2026-06-30,0.002,5.768,0.002,1.01,1052276.35,21,7,14,15,0,100.0,4.59,0,0,0.0,21,7,14,3.63,1.59,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买2卖_基80000_增20000,广发约定净值转换,429,3.03,5.21,-0.5,2026-07-06,2026-07-10,-0.002,6.103,-0.001,1.09,1052189.31,19,6,13,13,0,100.0,4.77,0,0,0.0,19,6,13,3.63,1.58,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买3卖_基80000_增20000,广发约定净值转换,429,3.01,5.19,-0.95,2026-06-22,2026-06-30,-0.012,3.188,-0.009,1.23,1051918.02,22,7,15,15,0,100.0,3.93,0,0,0.0,22,7,15,3.63,1.56,2.35
买Q0.15-0.80_卖Q0.75-0.95_4买2卖_基80000_增10000,广发约定净值转换,429,3.01,5.18,-0.53,2026-06-22,2026-06-30,-0.019,5.726,-0.016,1.01,1051888.99,18,6,12,13,0,100.0,5.22,0,0,0.0,18,6,12,3.63,1.55,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买3卖_基80000_增20000,广发约定净值转换,429,3.01,5.18,-0.5,2026-07-06,2026-07-10,-0.015,6.072,-0.012,1.14,1051903.67,22,7,15,15,0,100.0,4.13,0,0,0.0,22,7,15,3.63,1.55,2.35
买Q0.15-0.70_卖Q0.75-0.90_5买2卖_基50000_增10000,广发约定净值转换,429,3.0,5.17,-0.74,2026-06-16,2026-06-30,-0.027,4.052,-0.024,1.07,1051713.21,41,19,22,24,0,100.0,3.09,0,0,0.0,41,19,22,3.63,1.54,2.35
买Q0.05-0.70_卖Q0.75-0.90_5买2卖_基50000_增10000,广发约定净值转换,429,3.0,5.17,-0.74,2026-06-16,2026-06-30,-0.027,4.052,-0.024,1.07,1051713.21,41,19,22,24,0,100.0,3.09,0,0,0.0,41,19,22,3.63,1.54,2.35
买Q0.15-0.80_卖Q0.75-0.90_4买2卖_基80000_增10000,广发约定净值转换,429,3.0,5.16,-0.53,2026-06-22,2026-06-30,-0.033,5.699,-0.027,1.0,1051648.6,21,7,14,15,0,100.0,4.51,0,0,0.0,21,7,14,3.63,1.53,2.35
买Q0.05-0.70_卖Q0.75-0.95_4买3卖_基50000_增10000,广发约定净值转换,429,2.99,5.15,-0.61,2026-06-16,2026-06-30,-0.038,4.922,-0.035,0.98,1051567.6,38,18,20,22,0,100.0,3.37,0,0,0.0,38,18,20,3.63,1.52,2.35
买Q0.15-0.70_卖Q0.75-0.95_4买2卖_基50000_增10000,广发约定净值转换,429,2.99,5.15,-0.61,2026-06-16,2026-06-30,-0.041,4.918,-0.038,0.98,1051523.64,38,18,20,22,0,100.0,3.36,0,0,0.0,38,18,20,3.63,1.52,2.35
买Q0.15-0.70_卖Q0.75-0.95_4买3卖_基50000_增10000,广发约定净值转换,429,2.99,5.15,-0.61,2026-06-16,2026-06-30,-0.038,4.922,-0.035,0.98,1051567.6,38,18,20,22,0,100.0,3.37,0,0,0.0,38,18,20,3.63,1.52,2.35
买Q0.05-0.70_卖Q0.75-0.95_4买2卖_基50000_增10000,广发约定净值转换,429,2.99,5.15,-0.61,2026-06-16,2026-06-30,-0.041,4.918,-0.038,0.98,1051523.64,38,18,20,22,0,100.0,3.36,0,0,0.0,38,18,20,3.63,1.52,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买2卖_基80000_增20000,广发约定净值转换,429,2.99,5.14,-0.95,2026-06-22,2026-06-30,-0.031,3.163,-0.022,1.23,1051501.34,19,6,13,13,0,100.0,4.45,0,0,0.0,19,6,13,3.63,1.51,2.35
买Q0.15-0.80_卖Q0.75-0.90_4买3卖_基80000_增10000,广发约定净值转换,429,2.99,5.14,-0.53,2025-01-27,2025-02-25,-0.038,5.638,-0.033,1.14,1051442.88,24,8,16,18,0,100.0,3.99,0,0,0.0,24,8,16,3.63,1.51,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买2卖_基80000_增20000,广发约定净值转换,429,2.98,5.12,-0.95,2026-06-22,2026-06-30,-0.041,3.15,-0.028,1.23,1051290.26,22,7,15,15,0,100.0,3.85,0,0,0.0,22,7,15,3.63,1.49,2.35
买Q0.05-0.70_卖Q0.75-0.90_5买3卖_基50000_增10000,广发约定净值转换,429,2.97,5.1,-0.74,2026-06-16,2026-06-30,-0.06,4.004,-0.053,1.07,1051085.46,41,19,22,24,0,100.0,2.99,0,0,0.0,41,19,22,3.63,1.47,2.35
买Q0.15-0.70_卖Q0.75-0.90_5买3卖_基50000_增10000,广发约定净值转换,429,2.97,5.1,-0.74,2026-06-16,2026-06-30,-0.06,4.004,-0.053,1.07,1051085.46,41,19,22,24,0,100.0,2.99,0,0,0.0,41,19,22,3.63,1.47,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买3卖_基80000_增20000,广发约定净值转换,429,2.96,5.09,-0.95,2026-06-22,2026-06-30,-0.051,3.13,-0.038,1.35,1050944.46,25,8,17,18,0,100.0,3.4,0,0,0.0,25,8,17,3.63,1.46,2.35
买Q0.05-0.70_卖Q0.75-0.90_4买2卖_基50000_增10000,广发约定净值转换,429,2.95,5.08,-0.61,2026-06-16,2026-06-30,-0.078,4.856,-0.072,0.98,1050878.4,38,18,20,22,0,100.0,3.23,0,0,0.0,38,18,20,3.63,1.45,2.35
买Q0.15-0.70_卖Q0.75-0.90_4买2卖_基50000_增10000,广发约定净值转换,429,2.95,5.08,-0.61,2026-06-16,2026-06-30,-0.078,4.856,-0.072,0.98,1050878.4,38,18,20,22,0,100.0,3.23,0,0,0.0,38,18,20,3.63,1.45,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买3卖_基80000_增10000,广发约定净值转换,429,2.92,5.03,-0.64,2026-06-22,2026-06-30,-0.101,4.583,-0.076,1.04,1050361.96,21,7,14,15,0,100.0,4.25,0,0,0.0,21,7,14,3.63,1.4,2.35
买Q0.05-0.70_卖Q0.75-0.90_4买3卖_基50000_增10000,广发约定净值转换,429,2.92,5.02,-0.61,2026-06-16,2026-06-30,-0.115,4.797,-0.105,0.97,1050250.64,38,18,20,22,0,100.0,3.13,0,0,0.0,38,18,20,3.63,1.39,2.35
买Q0.15-0.70_卖Q0.75-0.90_4买3卖_基50000_增10000,广发约定净值转换,429,2.92,5.02,-0.61,2026-06-16,2026-06-30,-0.115,4.797,-0.105,0.97,1050250.64,38,18,20,22,0,100.0,3.13,0,0,0.0,38,18,20,3.63,1.39,2.35
买Q0.05-0.80_卖Q0.75-0.95_5买2卖_基80000_增10000,广发约定净值转换,429,2.9,4.99,-0.64,2026-06-22,2026-06-30,-0.122,4.548,-0.092,1.04,1049974.6,18,6,12,13,0,100.0,4.82,0,0,0.0,18,6,12,3.63,1.36,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买2卖_基80000_增10000,广发约定净值转换,429,2.89,4.97,-0.64,2026-06-22,2026-06-30,-0.135,4.527,-0.102,1.04,1049734.21,21,7,14,15,0,100.0,4.17,0,0,0.0,21,7,14,3.63,1.34,2.35
买Q0.05-0.80_卖Q0.75-0.90_5买3卖_基80000_增10000,广发约定净值转换,429,2.88,4.95,-0.64,2026-06-22,2026-06-30,-0.128,4.509,-0.104,1.17,1049528.49,24,8,16,18,0,100.0,3.66,0,0,0.0,24,8,16,3.63,1.32,2.35
买Q0.15-0.80_卖Q0.85-0.95_4买2卖_基30000_增20000,广发约定净值转换,429,2.88,4.95,-0.46,2026-06-22,2026-06-30,-0.175,6.212,-0.159,0.85,1049586.65,34,17,17,21,0,100.0,3.94,0,0,0.0,34,17,17,3.63,1.32,2.35
买Q0.15-0.80_卖Q0.85-0.95_4买3卖_基30000_增20000,广发约定净值转换,429,2.88,4.95,-0.46,2026-06-22,2026-06-30,-0.175,6.212,-0.159,0.85,1049586.65,34,17,17,21,0,100.0,3.94,0,0,0.0,34,17,17,3.63,1.32,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买3卖_基80000_增10000,广发约定净值转换,429,2.85,4.89,-0.43,2026-07-06,2026-07-10,-0.193,6.67,-0.127,0.95,1048984.13,18,6,12,13,0,100.0,4.77,0,0,0.0,18,6,12,3.63,1.26,2.35
买Q0.15-0.80_卖Q0.85-0.90_4买2卖_基30000_增20000,广发约定净值转换,429,2.84,4.88,-0.46,2026-06-22,2026-06-30,-0.227,6.117,-0.205,0.85,1048822.35,34,17,17,21,0,100.0,3.81,0,0,0.0,34,17,17,3.63,1.25,2.35
买Q0.15-0.70_卖Q0.85-0.95_5买3卖_基30000_增20000,广发约定净值转换,429,2.82,4.85,-0.54,2026-06-22,2026-06-30,-0.235,5.211,-0.198,0.88,1048584.85,34,17,17,21,0,100.0,3.78,0,0,0.0,34,17,17,3.63,1.22,2.35
买Q0.05-0.80_卖Q0.75-0.95_4买2卖_基80000_增10000,广发约定净值转换,429,2.82,4.85,-0.43,2026-07-06,2026-07-10,-0.216,6.618,-0.142,0.95,1048596.77,15,5,10,11,0,100.0,5.55,0,0,0.0,15,5,10,3.63,1.22,2.35
买Q0.15-0.70_卖Q0.85-0.95_5买2卖_基30000_增20000,广发约定净值转换,429,2.82,4.85,-0.54,2026-06-22,2026-06-30,-0.235,5.211,-0.198,0.88,1048584.85,34,17,17,21,0,100.0,3.78,0,0,0.0,34,17,17,3.63,1.22,2.35
买Q0.05-0.70_卖Q0.85-0.95_5买2卖_基30000_增20000,广发约定净值转换,429,2.82,4.85,-0.54,2026-06-22,2026-06-30,-0.235,5.211,-0.198,0.88,1048584.85,34,17,17,21,0,100.0,3.78,0,0,0.0,34,17,17,3.63,1.22,2.35
买Q0.05-0.70_卖Q0.85-0.95_5买3卖_基30000_增20000,广发约定净值转换,429,2.82,4.85,-0.54,2026-06-22,2026-06-30,-0.235,5.211,-0.198,0.88,1048584.85,34,17,17,21,0,100.0,3.78,0,0,0.0,34,17,17,3.63,1.22,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买3卖_基80000_增10000,广发约定净值转换,429,2.81,4.84,-0.82,2026-06-22,2026-06-30,-0.199,3.411,-0.139,1.07,1048430.82,21,7,14,15,0,100.0,3.85,0,0,0.0,21,7,14,3.63,1.21,2.35
买Q0.05-0.80_卖Q0.85-0.95_5买2卖_基30000_增20000,广发约定净值转换,429,2.81,4.83,-0.54,2026-06-22,2026-06-30,-0.249,5.185,-0.212,0.88,1048356.34,34,17,17,21,0,100.0,3.75,0,0,0.0,34,17,17,3.63,1.2,2.35
买Q0.05-0.80_卖Q0.85-0.95_5买3卖_基30000_增20000,广发约定净值转换,429,2.81,4.83,-0.54,2026-06-22,2026-06-30,-0.249,5.185,-0.212,0.88,1048356.34,34,17,17,21,0,100.0,3.75,0,0,0.0,34,17,17,3.63,1.2,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买2卖_基80000_增10000,广发约定净值转换,429,2.81,4.83,-0.43,2026-07-06,2026-07-10,-0.231,6.585,-0.151,0.95,1048356.38,18,6,12,13,0,100.0,4.67,0,0,0.0,18,6,12,3.63,1.2,2.35
买Q0.15-0.80_卖Q0.85-0.90_4买3卖_基30000_增20000,广发约定净值转换,429,2.8,4.81,-0.46,2026-06-22,2026-06-30,-0.268,6.039,-0.242,0.85,1048194.59,34,17,17,21,0,100.0,3.75,0,0,0.0,34,17,17,3.63,1.18,2.35
买Q0.05-0.80_卖Q0.75-0.90_4买3卖_基80000_增10000,广发约定净值转换,429,2.8,4.81,-0.43,2026-07-06,2026-07-10,-0.227,6.566,-0.19,1.0,1048196.28,21,7,14,15,0,100.0,4.05,0,0,0.0,21,7,14,3.63,1.18,2.35
买Q0.15-0.80_卖Q0.75-0.95_5买2卖_基80000_增10000,广发约定净值转换,429,2.79,4.8,-0.82,2026-06-22,2026-06-30,-0.219,3.384,-0.153,1.07,1048043.46,18,6,12,13,0,100.0,4.37,0,0,0.0,18,6,12,3.63,1.17,2.35
买Q0.15-0.70_卖Q0.85-0.90_5买2卖_基30000_增20000,广发约定净值转换,429,2.78,4.78,-0.54,2026-06-22,2026-06-30,-0.285,5.129,-0.239,0.87,1047820.55,34,17,17,21,0,100.0,3.65,0,0,0.0,34,17,17,3.63,1.15,2.35
买Q0.05-0.70_卖Q0.85-0.90_5买2卖_基30000_增20000,广发约定净值转换,429,2.78,4.78,-0.54,2026-06-22,2026-06-30,-0.285,5.129,-0.239,0.87,1047820.55,34,17,17,21,0,100.0,3.65,0,0,0.0,34,17,17,3.63,1.15,2.35
买Q0.15-0.80_卖Q0.75-0.90_5买2卖_基80000_增10000,广发约定净值转换,429,2.78,4.77,-0.82,2026-06-22,2026-06-30,-0.232,3.368,-0.162,1.07,1047803.07,21,7,14,15,0,100.0,3.77,0,0,0.0,21,7,14,3.63,1.14,2.35
